test_index	y_test	OCR_proba_0	OCR_proba_1	OCR_proba_2	gene_counts_proba_0	gene_counts_proba_1	gene_counts_proba_2	consensus_peak_proba_0	consensus_peak_proba_1	consensus_peak_proba_2
157	0	0.4942257636757261	0.3529155704534305	0.1528586658708433	0.2067983514564994	0.6127391375185909	0.1804625110249097	0.4124917885439994	0.2935095522892523	0.2939986591667483
158	2	0.057864483753522565	0.2532353117088055	0.688900204537672	0.39041397389636695	0.35771973158338194	0.25186629452025117	0.10256043660357539	0.2546571815433522	0.6427823818530723
159	2	0.09101114896612898	0.5920599710834812	0.31692887995038976	0.39351915096449774	0.5471120971266416	0.05936875190886082	0.0772131453585428	0.890687764586859	0.032099090054598135
160	1	0.0873587718545236	0.22870983209362386	0.6839313960518526	0.7298854841341061	0.18596531775907135	0.08414919810682249	0.3003811907391471	0.5762987482128813	0.12332006104797168
161	1	0.09090772645540053	0.6599730923918709	0.24911918115272857	0.13041329852355907	0.6792968838264778	0.19028981764996303	0.1565953800475518	0.495137928693999	0.3482666912584493
162	0	0.6006888609800214	0.38214618197667516	0.017164957043303567	0.3254644490656573	0.5692702618530423	0.10526528908130034	0.6085936743042938	0.383286828814216	0.008119496881490048
163	1	0.230145927274055	0.4816774324534158	0.28817664027252926	0.3232097518496131	0.4503064725313524	0.22648377561903452	0.2884585202093474	0.4119545373673727	0.29958694242327977
164	1	0.34127772157858455	0.6296068194486871	0.029115458972728242	0.26090339616301905	0.5757352502144787	0.16336135362250223	0.4787698220496033	0.4709356060337135	0.050294571916683344
165	1	0.13067777750143852	0.5743899784769344	0.2949322440216271	0.46541279965575155	0.18011768840759	0.3544695119366584	0.049625533350562245	0.8498595531490966	0.10051491350034124
166	0	0.08411096447397985	0.8257663292695131	0.09012270625650713	0.7888320601807289	0.15253569083673607	0.05863224898253507	0.17601005546478576	0.7557127456406105	0.0682771988946037
167	1	0.10230214750639331	0.8801519987712102	0.01754585372239652	0.23415711233401162	0.7040001455756268	0.06184274209036152	0.7035647509317172	0.24530571177608942	0.05112953729219341
168	1	0.6537298927426435	0.310148737896218	0.03612136936113852	0.39991373539649294	0.16880876715415674	0.43127749744935023	0.2731220864212158	0.4037412317079894	0.3231366818707947
169	1	0.12706448741051676	0.8393209627333378	0.033614549856145426	0.05394989325820838	0.8906499862625186	0.05540012047927311	0.11385801929775487	0.6901443871447318	0.19599759355751334
170	0	0.45788735875770953	0.18993506589585638	0.3521775753464342	0.39656288510775	0.2979822760808224	0.3054548388114277	0.503910054884748	0.29798303903268447	0.1981069060825675
171	1	0.5483534951704195	0.4237380850515353	0.027908419778045136	0.22266793996332188	0.7234464781341514	0.05388558190252663	0.349619822855125	0.5729765122811474	0.07740366486372764
172	2	0.4431082017992008	0.472889573742772	0.08400222445802719	0.1855670505176481	0.5518371855589578	0.2625957639233941	0.3903610044466163	0.38748030243253356	0.2221586931208501
